group_id,time_idx,Year,Temperature_C,Humidity_%,Wind_Speed_m_s,Rainfall_mm,pH,yield
Karnataka_Chickmagalur_maize,25,1991,22,70,2.5,800,6.0,3297.87
Karnataka_Chickmagalur_maize,26,1992,22,70,2.5,800,6.0,2948.72
Karnataka_Chickmagalur_maize,27,1993,22,70,2.5,800,6.0,3108.11
Karnataka_Chickmagalur_maize,28,1994,22,70,2.5,800,6.0,2666.67
Karnataka_Chickmagalur_maize,29,1995,22,70,2.5,800,6.0,2714.29
Karnataka_Chickmagalur_maize,30,1996,22,70,2.5,800,6.0,2870.97
Karnataka_Chickmagalur_maize,31,1997,22,70,2.5,800,6.0,2176.47
Karnataka_Chickmagalur_maize,32,1998,22,70,2.5,800,6.0,3413.04
Karnataka_Chickmagalur_maize,33,1999,22,70,2.5,800,6.0,2333.33
Karnataka_Chickmagalur_maize,34,2000,22,70,2.5,800,6.0,2500.0
Karnataka_Chickmagalur_maize,35,2001,22,70,2.5,800,6.0,2352.94
Karnataka_Chickmagalur_maize,36,2002,22,70,2.5,800,6.0,1728.4
Karnataka_Chickmagalur_maize,37,2003,22,70,2.5,800,6.0,1484.38
Karnataka_Chickmagalur_maize,38,2004,22,70,2.5,800,6.0,1960.2
Karnataka_Chickmagalur_maize,39,2005,22,70,2.5,800,6.0,3889.42
Karnataka_Chickmagalur_maize,40,2006,22,70,2.5,800,6.0,3763.95
Karnataka_Chickmagalur_maize,41,2007,22,70,2.5,800,6.0,2921.62
Karnataka_Chickmagalur_maize,42,2008,22,70,2.5,800,6.0,2452.59
Karnataka_Chickmagalur_maize,43,2009,22,70,2.5,800,6.0,2752.34
Karnataka_Chickmagalur_maize,44,2010,22,70,2.5,800,6.0,3288.65
Karnataka_Chickmagalur_maize,45,2011,22,70,2.5,800,6.0,2513.97
Karnataka_Chickmagalur_maize,46,2012,22,70,2.5,800,6.0,2077.63
Karnataka_Chickmagalur_maize,47,2013,22,70,2.5,800,6.0,2591.17
Karnataka_Chickmagalur_maize,48,2014,22,70,2.5,800,6.0,2577.36
Karnataka_Chickmagalur_maize,49,2015,22,70,2.5,800,6.0,2387.53
Karnataka_Chickmagalur_maize,50,2016,22,70,2.5,800,6.0,3521.66
Karnataka_Chickmagalur_maize,51,2017,22,70,2.5,800,6.0,2957.35
Karnataka_Chickmagalur_rice,0,1966,25,80,2.0,1200,6.5,1308.82
Karnataka_Chickmagalur_rice,1,1967,25,80,2.0,1200,6.5,1140.0
Karnataka_Chickmagalur_rice,2,1968,25,80,2.0,1200,6.5,2250.0
Karnataka_Chickmagalur_rice,3,1969,25,80,2.0,1200,6.5,1862.4
Karnataka_Chickmagalur_rice,4,1970,25,80,2.0,1200,6.5,1833.97
Karnataka_Chickmagalur_rice,5,1971,25,80,2.0,1200,6.5,1994.21
Karnataka_Chickmagalur_rice,6,1972,25,80,2.0,1200,6.5,1882.69
Karnataka_Chickmagalur_rice,7,1973,25,80,2.0,1200,6.5,1916.06
Karnataka_Chickmagalur_rice,8,1974,25,80,2.0,1200,6.5,1626.64
Karnataka_Chickmagalur_rice,9,1975,25,80,2.0,1200,6.5,1794.01
Karnataka_Chickmagalur_rice,10,1976,25,80,2.0,1200,6.5,1641.19
Karnataka_Chickmagalur_rice,11,1977,25,80,2.0,1200,6.5,2143.15
Karnataka_Chickmagalur_rice,12,1978,25,80,2.0,1200,6.5,2182.17
Karnataka_Chickmagalur_rice,13,1979,25,80,2.0,1200,6.5,2092.11
Karnataka_Chickmagalur_rice,14,1980,25,80,2.0,1200,6.5,3342.91
Karnataka_Chickmagalur_rice,15,1981,25,80,2.0,1200,6.5,3257.44
Karnataka_Chickmagalur_rice,16,1982,25,80,2.0,1200,6.5,1896.31
Karnataka_Chickmagalur_rice,17,1983,25,80,2.0,1200,6.5,1941.9
Karnataka_Chickmagalur_rice,18,1984,25,80,2.0,1200,6.5,1771.53
Karnataka_Chickmagalur_rice,19,1985,25,80,2.0,1200,6.5,1926.78
Karnataka_Chickmagalur_rice,20,1986,25,80,2.0,1200,6.5,1686.27
Karnataka_Chickmagalur_rice,21,1987,25,80,2.0,1200,6.5,1877.55
Karnataka_Chickmagalur_rice,22,1988,25,80,2.0,1200,6.5,1850.94
Karnataka_Chickmagalur_rice,23,1989,25,80,2.0,1200,6.5,2204.46
Karnataka_Chickmagalur_rice,24,1990,25,80,2.0,1200,6.5,2225.71
Karnataka_Chickmagalur_rice,25,1991,25,80,2.0,1200,6.5,2222.59
Karnataka_Chickmagalur_rice,26,1992,25,80,2.0,1200,6.5,2208.36
Karnataka_Chickmagalur_rice,27,1993,25,80,2.0,1200,6.5,2492.41
Karnataka_Chickmagalur_rice,28,1994,25,80,2.0,1200,6.5,2464.1
Karnataka_Chickmagalur_rice,29,1995,25,80,2.0,1200,6.5,2260.03
Karnataka_Chickmagalur_rice,30,1996,25,80,2.0,1200,6.5,2351.17
Karnataka_Chickmagalur_rice,31,1997,25,80,2.0,1200,6.5,2424.33
Karnataka_Chickmagalur_rice,32,1998,25,80,2.0,1200,6.5,2383.83
Karnataka_Chickmagalur_rice,33,1999,25,80,2.0,1200,6.5,2431.58
Karnataka_Chickmagalur_rice,34,2000,25,80,2.0,1200,6.5,2459.35
Karnataka_Chickmagalur_rice,35,2001,25,80,2.0,1200,6.5,2352.89
Karnataka_Chickmagalur_rice,36,2002,25,80,2.0,1200,6.5,1987.95
Karnataka_Chickmagalur_rice,37,2003,25,80,2.0,1200,6.5,1926.97
Karnataka_Chickmagalur_rice,38,2004,25,80,2.0,1200,6.5,2673.68
Karnataka_Chickmagalur_rice,39,2005,25,80,2.0,1200,6.5,2405.98
Karnataka_Chickmagalur_rice,40,2006,25,80,2.0,1200,6.5,2457.09
Karnataka_Chickmagalur_rice,41,2007,25,80,2.0,1200,6.5,2641.99
Karnataka_Chickmagalur_rice,42,2008,25,80,2.0,1200,6.5,2472.25
Karnataka_Chickmagalur_rice,43,2009,25,80,2.0,1200,6.5,2478.69
Karnataka_Chickmagalur_rice,44,2010,25,80,2.0,1200,6.5,2620.97
Karnataka_Chickmagalur_rice,45,2011,25,80,2.0,1200,6.5,2572.94
Karnataka_Chickmagalur_rice,46,2012,25,80,2.0,1200,6.5,2302.45
Karnataka_Chickmagalur_rice,47,2013,25,80,2.0,1200,6.5,2730.82
Karnataka_Chickmagalur_rice,48,2014,25,80,2.0,1200,6.5,2610.31
Karnataka_Chickmagalur_rice,49,2015,25,80,2.0,1200,6.5,2673.12
Karnataka_Chickmagalur_rice,50,2016,25,80,2.0,1200,6.5,2400.32
Karnataka_Chickmagalur_rice,51,2017,25,80,2.0,1200,6.5,2402.86
Karnataka_Chitradurga_chickpea,0,1966,20,60,1.5,600,6.5,285.71
Karnataka_Chitradurga_chickpea,1,1967,20,60,1.5,600,6.5,500.0
Karnataka_Chitradurga_chickpea,2,1968,20,60,1.5,600,6.5,666.67
Karnataka_Chitradurga_chickpea,3,1969,20,60,1.5,600,6.5,428.57
Karnataka_Chitradurga_chickpea,4,1970,20,60,1.5,600,6.5,451.61
Karnataka_Chitradurga_chickpea,5,1971,20,60,1.5,600,6.5,388.89
Karnataka_Chitradurga_chickpea,6,1972,20,60,1.5,600,6.5,111.11
Karnataka_Chitradurga_chickpea,7,1973,20,60,1.5,600,6.5,466.67
Karnataka_Chitradurga_chickpea,8,1974,20,60,1.5,600,6.5,434.78
Karnataka_Chitradurga_chickpea,9,1975,20,60,1.5,600,6.5,454.55
Karnataka_Chitradurga_chickpea,10,1976,20,60,1.5,600,6.5,428.57
Karnataka_Chitradurga_chickpea,11,1977,20,60,1.5,600,6.5,411.76
Karnataka_Chitradurga_chickpea,12,1978,20,60,1.5,600,6.5,428.57
Karnataka_Chitradurga_chickpea,13,1979,20,60,1.5,600,6.5,375.0
Karnataka_Chitradurga_chickpea,14,1980,20,60,1.5,600,6.5,500.0
Karnataka_Chitradurga_chickpea,15,1981,20,60,1.5,600,6.5,428.57
Karnataka_Chitradurga_chickpea,16,1982,20,60,1.5,600,6.5,500.0
Karnataka_Chitradurga_chickpea,17,1983,20,60,1.5,600,6.5,375.0
Karnataka_Chitradurga_chickpea,18,1984,20,60,1.5,600,6.5,411.76
Karnataka_Chitradurga_chickpea,19,1985,20,60,1.5,600,6.5,309.52
Karnataka_Chitradurga_chickpea,20,1986,20,60,1.5,600,6.5,250.0
Karnataka_Chitradurga_chickpea,21,1987,20,60,1.5,600,6.5,250.0
Karnataka_Chitradurga_chickpea,22,1988,20,60,1.5,600,6.5,333.33
Karnataka_Chitradurga_chickpea,23,1989,20,60,1.5,600,6.5,294.12
Karnataka_Chitradurga_chickpea,24,1990,20,60,1.5,600,6.5,173.76
Karnataka_Chitradurga_chickpea,25,1991,20,60,1.5,600,6.5,295.65
Karnataka_Chitradurga_chickpea,26,1992,20,60,1.5,600,6.5,366.97
Karnataka_Chitradurga_chickpea,27,1993,20,60,1.5,600,6.5,316.55
Karnataka_Chitradurga_chickpea,28,1994,20,60,1.5,600,6.5,660.0
Karnataka_Chitradurga_chickpea,29,1995,20,60,1.5,600,6.5,311.83
Karnataka_Chitradurga_chickpea,30,1996,20,60,1.5,600,6.5,425.47
Karnataka_Chitradurga_chickpea,31,1997,20,60,1.5,600,6.5,332.45
Karnataka_Chitradurga_chickpea,32,1998,20,60,1.5,600,6.5,536.2
Karnataka_Chitradurga_chickpea,33,1999,20,60,1.5,600,6.5,397.23
Karnataka_Chitradurga_chickpea,34,2000,20,60,1.5,600,6.5,566.04
Karnataka_Chitradurga_chickpea,35,2001,20,60,1.5,600,6.5,425.17
Karnataka_Chitradurga_chickpea,36,2002,20,60,1.5,600,6.5,389.15
Karnataka_Chitradurga_chickpea,37,2003,20,60,1.5,600,6.5,429.27
Karnataka_Chitradurga_chickpea,38,2004,20,60,1.5,600,6.5,278.24
Karnataka_Chitradurga_chickpea,39,2005,20,60,1.5,600,6.5,349.6
Karnataka_Chitradurga_chickpea,40,2006,20,60,1.5,600,6.5,189.03
Karnataka_Chitradurga_chickpea,41,2007,20,60,1.5,600,6.5,382.55
Karnataka_Chitradurga_chickpea,42,2008,20,60,1.5,600,6.5,359.21
Karnataka_Chitradurga_chickpea,43,2009,20,60,1.5,600,6.5,411.2
Karnataka_Chitradurga_chickpea,44,2010,20,60,1.5,600,6.5,623.58
Karnataka_Chitradurga_chickpea,45,2011,20,60,1.5,600,6.5,329.39
Karnataka_Chitradurga_chickpea,46,2012,20,60,1.5,600,6.5,470.85
Karnataka_Chitradurga_chickpea,47,2013,20,60,1.5,600,6.5,484.7
Karnataka_Chitradurga_chickpea,48,2014,20,60,1.5,600,6.5,669.25
Karnataka_Chitradurga_chickpea,49,2015,20,60,1.5,600,6.5,629.42
Karnataka_Chitradurga_chickpea,50,2016,20,60,1.5,600,6.5,113.21
Karnataka_Chitradurga_chickpea,51,2017,20,60,1.5,600,6.5,710.75
Karnataka_Chitradurga_cotton,0,1966,28,65,3.0,700,6.0,85.11
Karnataka_Chitradurga_cotton,1,1967,28,65,3.0,700,6.0,54.05
Karnataka_Chitradurga_cotton,2,1968,28,65,3.0,700,6.0,66.45
Karnataka_Chitradurga_cotton,3,1969,28,65,3.0,700,6.0,55.28
Karnataka_Chitradurga_cotton,4,1970,28,65,3.0,700,6.0,86.67
Karnataka_Chitradurga_cotton,5,1971,28,65,3.0,700,6.0,187.01
Karnataka_Chitradurga_cotton,6,1972,28,65,3.0,700,6.0,159.45
Karnataka_Chitradurga_cotton,7,1973,28,65,3.0,700,6.0,159.82
Karnataka_Chitradurga_cotton,8,1974,28,65,3.0,700,6.0,176.47
Karnataka_Chitradurga_cotton,9,1975,28,65,3.0,700,6.0,97.94
Karnataka_Chitradurga_cotton,10,1976,28,65,3.0,700,6.0,116.67
Karnataka_Chitradurga_cotton,11,1977,28,65,3.0,700,6.0,165.94
Karnataka_Chitradurga_cotton,12,1978,28,65,3.0,700,6.0,84.97
Karnataka_Chitradurga_cotton,13,1979,28,65,3.0,700,6.0,108.36
Karnataka_Chitradurga_cotton,14,1980,28,65,3.0,700,6.0,83.03
Karnataka_Chitradurga_cotton,15,1981,28,65,3.0,700,6.0,99.34
Karnataka_Chitradurga_cotton,16,1982,28,65,3.0,700,6.0,92.59
Karnataka_Chitradurga_cotton,17,1983,28,65,3.0,700,6.0,133.59
Karnataka_Chitradurga_cotton,18,1984,28,65,3.0,700,6.0,146.12
Karnataka_Chitradurga_cotton,19,1985,28,65,3.0,700,6.0,95.45
Karnataka_Chitradurga_cotton,20,1986,28,65,3.0,700,6.0,173.91
Karnataka_Chitradurga_cotton,21,1987,28,65,3.0,700,6.0,333.33
Karnataka_Chitradurga_cotton,22,1988,28,65,3.0,700,6.0,318.41
Karnataka_Chitradurga_cotton,23,1989,28,65,3.0,700,6.0,198.07
Karnataka_Chitradurga_cotton,24,1990,28,65,3.0,700,6.0,230.79
Karnataka_Chitradurga_cotton,25,1991,28,65,3.0,700,6.0,422.52
Karnataka_Chitradurga_cotton,26,1992,28,65,3.0,700,6.0,372.83
Karnataka_Chitradurga_cotton,27,1993,28,65,3.0,700,6.0,356.26
Karnataka_Chitradurga_cotton,28,1994,28,65,3.0,700,6.0,274.72
Karnataka_Chitradurga_cotton,29,1995,28,65,3.0,700,6.0,319.62
Karnataka_Chitradurga_cotton,30,1996,28,65,3.0,700,6.0,334.92
Karnataka_Chitradurga_cotton,31,1997,28,65,3.0,700,6.0,287.74
Karnataka_Chitradurga_cotton,32,1998,28,65,3.0,700,6.0,197.06
Karnataka_Chitradurga_cotton,33,1999,28,65,3.0,700,6.0,184.6
Karnataka_Chitradurga_cotton,34,2000,28,65,3.0,700,6.0,270.8
Karnataka_Chitradurga_cotton,35,2001,28,65,3.0,700,6.0,155.09
Karnataka_Chitradurga_cotton,36,2002,28,65,3.0,700,6.0,199.84
Karnataka_Chitradurga_cotton,37,2003,28,65,3.0,700,6.0,160.16
Karnataka_Chitradurga_cotton,38,2004,28,65,3.0,700,6.0,279.05
Karnataka_Chitradurga_cotton,39,2005,28,65,3.0,700,6.0,274.15
Karnataka_Chitradurga_cotton,40,2006,28,65,3.0,700,6.0,279.59
Karnataka_Chitradurga_cotton,41,2007,28,65,3.0,700,6.0,431.63
Karnataka_Chitradurga_cotton,42,2008,28,65,3.0,700,6.0,354.27
Karnataka_Chitradurga_cotton,43,2009,28,65,3.0,700,6.0,267.28
Karnataka_Chitradurga_cotton,44,2010,28,65,3.0,700,6.0,304.5
Karnataka_Chitradurga_cotton,45,2011,28,65,3.0,700,6.0,386.88
Karnataka_Chitradurga_cotton,46,2012,28,65,3.0,700,6.0,285.8
Karnataka_Chitradurga_cotton,47,2013,28,65,3.0,700,6.0,273.65
Karnataka_Chitradurga_cotton,48,2014,28,65,3.0,700,6.0,286.9
Karnataka_Chitradurga_cotton,49,2015,28,65,3.0,700,6.0,331.9
Karnataka_Chitradurga_cotton,50,2016,28,65,3.0,700,6.0,187.14
Karnataka_Chitradurga_cotton,51,2017,28,65,3.0,700,6.0,315.67
Karnataka_Chitradurga_maize,0,1966,22,70,2.5,800,6.0,1000.0
Karnataka_Chitradurga_maize,1,1967,22,70,2.5,800,6.0,1000.0
Karnataka_Chitradurga_maize,2,1968,22,70,2.5,800,6.0,769.23
Karnataka_Chitradurga_maize,3,1969,22,70,2.5,800,6.0,2444.44
Karnataka_Chitradurga_maize,4,1970,22,70,2.5,800,6.0,3363.64
Karnataka_Chitradurga_maize,5,1971,22,70,2.5,800,6.0,2545.45
Karnataka_Chitradurga_maize,6,1972,22,70,2.5,800,6.0,1777.78
Karnataka_Chitradurga_maize,7,1973,22,70,2.5,800,6.0,1545.45
Karnataka_Chitradurga_maize,8,1974,22,70,2.5,800,6.0,2916.67
Karnataka_Chitradurga_maize,9,1975,22,70,2.5,800,6.0,3321.43
Karnataka_Chitradurga_maize,10,1976,22,70,2.5,800,6.0,1288.89
Karnataka_Chitradurga_maize,11,1977,22,70,2.5,800,6.0,2657.89
Karnataka_Chitradurga_maize,12,1978,22,70,2.5,800,6.0,3035.09
Karnataka_Chitradurga_maize,13,1979,22,70,2.5,800,6.0,3877.78
Karnataka_Chitradurga_maize,14,1980,22,70,2.5,800,6.0,2469.23
Karnataka_Chitradurga_maize,15,1981,22,70,2.5,800,6.0,3100.0
Karnataka_Chitradurga_maize,16,1982,22,70,2.5,800,6.0,5850.0
Karnataka_Chitradurga_maize,17,1983,22,70,2.5,800,6.0,2864.29
Karnataka_Chitradurga_maize,18,1984,22,70,2.5,800,6.0,1807.41
Karnataka_Chitradurga_maize,19,1985,22,70,2.5,800,6.0,2573.96
Karnataka_Chitradurga_maize,20,1986,22,70,2.5,800,6.0,2785.71
Karnataka_Chitradurga_maize,21,1987,22,70,2.5,800,6.0,3210.53
Karnataka_Chitradurga_maize,22,1988,22,70,2.5,800,6.0,2724.01
Karnataka_Chitradurga_maize,23,1989,22,70,2.5,800,6.0,3958.51
Karnataka_Chitradurga_maize,24,1990,22,70,2.5,800,6.0,2412.92
Karnataka_Chitradurga_maize,25,1991,22,70,2.5,800,6.0,3437.72
Karnataka_Chitradurga_maize,26,1992,22,70,2.5,800,6.0,3342.4
Karnataka_Chitradurga_maize,27,1993,22,70,2.5,800,6.0,3152.93
Karnataka_Chitradurga_maize,28,1994,22,70,2.5,800,6.0,3179.05
Karnataka_Chitradurga_maize,29,1995,22,70,2.5,800,6.0,3044.65
Karnataka_Chitradurga_maize,30,1996,22,70,2.5,800,6.0,3468.81
Karnataka_Chitradurga_maize,31,1997,22,70,2.5,800,6.0,2387.18
Karnataka_Chitradurga_maize,32,1998,22,70,2.5,800,6.0,3563.73
Karnataka_Chitradurga_maize,33,1999,22,70,2.5,800,6.0,2291.6
Karnataka_Chitradurga_maize,34,2000,22,70,2.5,800,6.0,3333.33
Karnataka_Chitradurga_maize,35,2001,22,70,2.5,800,6.0,2529.2
Karnataka_Chitradurga_maize,36,2002,22,70,2.5,800,6.0,1553.44
Karnataka_Chitradurga_maize,37,2003,22,70,2.5,800,6.0,1369.95
Karnataka_Chitradurga_maize,38,2004,22,70,2.5,800,6.0,2959.03
Karnataka_Chitradurga_maize,39,2005,22,70,2.5,800,6.0,2673.27
Karnataka_Chitradurga_maize,40,2006,22,70,2.5,800,6.0,2175.99
Karnataka_Chitradurga_maize,41,2007,22,70,2.5,800,6.0,3042.9
Karnataka_Chitradurga_maize,42,2008,22,70,2.5,800,6.0,2169.42
Karnataka_Chitradurga_maize,43,2009,22,70,2.5,800,6.0,2552.76
Karnataka_Chitradurga_maize,44,2010,22,70,2.5,800,6.0,3623.9
Karnataka_Chitradurga_maize,45,2011,22,70,2.5,800,6.0,2879.02
Karnataka_Chitradurga_maize,46,2012,22,70,2.5,800,6.0,2593.73
Karnataka_Chitradurga_maize,47,2013,22,70,2.5,800,6.0,3111.9
Karnataka_Chitradurga_maize,48,2014,22,70,2.5,800,6.0,3091.17
Karnataka_Chitradurga_maize,49,2015,22,70,2.5,800,6.0,3011.48
Karnataka_Chitradurga_maize,50,2016,22,70,2.5,800,6.0,1678.73
Karnataka_Chitradurga_maize,51,2017,22,70,2.5,800,6.0,4256.05
Karnataka_Chitradurga_rice,0,1966,25,80,2.0,1200,6.5,1444.44
Karnataka_Chitradurga_rice,1,1967,25,80,2.0,1200,6.5,1080.0
Karnataka_Chitradurga_rice,2,1968,25,80,2.0,1200,6.5,2125.44
Karnataka_Chitradurga_rice,3,1969,25,80,2.0,1200,6.5,1649.65
Karnataka_Chitradurga_rice,4,1970,25,80,2.0,1200,6.5,2052.19
Karnataka_Chitradurga_rice,5,1971,25,80,2.0,1200,6.5,2558.47
Karnataka_Chitradurga_rice,6,1972,25,80,2.0,1200,6.5,2219.84
Karnataka_Chitradurga_rice,7,1973,25,80,2.0,1200,6.5,2277.78
Karnataka_Chitradurga_rice,8,1974,25,80,2.0,1200,6.5,2046.93
Karnataka_Chitradurga_rice,9,1975,25,80,2.0,1200,6.5,2397.91
Karnataka_Chitradurga_rice,10,1976,25,80,2.0,1200,6.5,2011.94
Karnataka_Chitradurga_rice,11,1977,25,80,2.0,1200,6.5,3073.96
Karnataka_Chitradurga_rice,12,1978,25,80,2.0,1200,6.5,2372.4
Karnataka_Chitradurga_rice,13,1979,25,80,2.0,1200,6.5,2870.23
Karnataka_Chitradurga_rice,14,1980,25,80,2.0,1200,6.5,3798.88
Karnataka_Chitradurga_rice,15,1981,25,80,2.0,1200,6.5,3920.54
Karnataka_Chitradurga_rice,16,1982,25,80,2.0,1200,6.5,2251.28
Karnataka_Chitradurga_rice,17,1983,25,80,2.0,1200,6.5,2548.72
Karnataka_Chitradurga_rice,18,1984,25,80,2.0,1200,6.5,2355.72
Karnataka_Chitradurga_rice,19,1985,25,80,2.0,1200,6.5,1401.71
Karnataka_Chitradurga_rice,20,1986,25,80,2.0,1200,6.5,2106.38
Karnataka_Chitradurga_rice,21,1987,25,80,2.0,1200,6.5,2450.0
Karnataka_Chitradurga_rice,22,1988,25,80,2.0,1200,6.5,2311.11
Karnataka_Chitradurga_rice,23,1989,25,80,2.0,1200,6.5,2602.91
Karnataka_Chitradurga_rice,24,1990,25,80,2.0,1200,6.5,3023.89
Karnataka_Chitradurga_rice,25,1991,25,80,2.0,1200,6.5,2559.02
Karnataka_Chitradurga_rice,26,1992,25,80,2.0,1200,6.5,2985.11
Karnataka_Chitradurga_rice,27,1993,25,80,2.0,1200,6.5,2921.23
Karnataka_Chitradurga_rice,28,1994,25,80,2.0,1200,6.5,3114.01
Karnataka_Chitradurga_rice,29,1995,25,80,2.0,1200,6.5,2992.81
Karnataka_Chitradurga_rice,30,1996,25,80,2.0,1200,6.5,3012.67
Karnataka_Chitradurga_rice,31,1997,25,80,2.0,1200,6.5,3396.63
Karnataka_Chitradurga_rice,32,1998,25,80,2.0,1200,6.5,3278.6
Karnataka_Chitradurga_rice,33,1999,25,80,2.0,1200,6.5,3245.73
Karnataka_Chitradurga_rice,34,2000,25,80,2.0,1200,6.5,3457.16
Karnataka_Chitradurga_rice,35,2001,25,80,2.0,1200,6.5,3165.4
Karnataka_Chitradurga_rice,36,2002,25,80,2.0,1200,6.5,2832.35
Karnataka_Chitradurga_rice,37,2003,25,80,2.0,1200,6.5,3234.51
Karnataka_Chitradurga_rice,38,2004,25,80,2.0,1200,6.5,3742.83
Karnataka_Chitradurga_rice,39,2005,25,80,2.0,1200,6.5,3426.29
Karnataka_Chitradurga_rice,40,2006,25,80,2.0,1200,6.5,3366.97
Karnataka_Chitradurga_rice,41,2007,25,80,2.0,1200,6.5,3393.28
Karnataka_Chitradurga_rice,42,2008,25,80,2.0,1200,6.5,3349.8
Karnataka_Chitradurga_rice,43,2009,25,80,2.0,1200,6.5,3308.69
Karnataka_Chitradurga_rice,44,2010,25,80,2.0,1200,6.5,3400.08
Karnataka_Chitradurga_rice,45,2011,25,80,2.0,1200,6.5,3416.34
Karnataka_Chitradurga_rice,46,2012,25,80,2.0,1200,6.5,3283.07
Karnataka_Chitradurga_rice,47,2013,25,80,2.0,1200,6.5,3515.91
Karnataka_Chitradurga_rice,48,2014,25,80,2.0,1200,6.5,3634.63
Karnataka_Chitradurga_rice,49,2015,25,80,2.0,1200,6.5,3732.02
Karnataka_Chitradurga_rice,50,2016,25,80,2.0,1200,6.5,3204.37
Karnataka_Chitradurga_rice,51,2017,25,80,2.0,1200,6.5,3762.79
Karnataka_Dakshina Kannada_rice,0,1966,25,80,2.0,1200,6.5,1238.74
Karnataka_Dakshina Kannada_rice,1,1967,25,80,2.0,1200,6.5,1160.98
Karnataka_Dakshina Kannada_rice,2,1968,25,80,2.0,1200,6.5,1471.22
Karnataka_Dakshina Kannada_rice,3,1969,25,80,2.0,1200,6.5,1449.83
Karnataka_Dakshina Kannada_rice,4,1970,25,80,2.0,1200,6.5,1353.46
Karnataka_Dakshina Kannada_rice,5,1971,25,80,2.0,1200,6.5,1323.51
Karnataka_Dakshina Kannada_rice,6,1972,25,80,2.0,1200,6.5,1551.34
Karnataka_Dakshina Kannada_rice,7,1973,25,80,2.0,1200,6.5,1551.59
Karnataka_Dakshina Kannada_rice,8,1974,25,80,2.0,1200,6.5,1542.37
Karnataka_Dakshina Kannada_rice,9,1975,25,80,2.0,1200,6.5,1514.2
Karnataka_Dakshina Kannada_rice,10,1976,25,80,2.0,1200,6.5,1667.44
Karnataka_Dakshina Kannada_rice,11,1977,25,80,2.0,1200,6.5,1913.61
Karnataka_Dakshina Kannada_rice,12,1978,25,80,2.0,1200,6.5,1612.38
Karnataka_Dakshina Kannada_rice,13,1979,25,80,2.0,1200,6.5,1601.73
Karnataka_Dakshina Kannada_rice,14,1980,25,80,2.0,1200,6.5,2592.09
Karnataka_Dakshina Kannada_rice,15,1981,25,80,2.0,1200,6.5,2607.0
Karnataka_Dakshina Kannada_rice,16,1982,25,80,2.0,1200,6.5,1726.05
Karnataka_Dakshina Kannada_rice,17,1983,25,80,2.0,1200,6.5,1785.91
Karnataka_Dakshina Kannada_rice,18,1984,25,80,2.0,1200,6.5,1827.02
Karnataka_Dakshina Kannada_rice,19,1985,25,80,2.0,1200,6.5,1875.48
Karnataka_Dakshina Kannada_rice,20,1986,25,80,2.0,1200,6.5,1819.35
Karnataka_Dakshina Kannada_rice,21,1987,25,80,2.0,1200,6.5,1812.08
Karnataka_Dakshina Kannada_rice,22,1988,25,80,2.0,1200,6.5,1835.87
Karnataka_Dakshina Kannada_rice,23,1989,25,80,2.0,1200,6.5,1803.43
Karnataka_Dakshina Kannada_rice,24,1990,25,80,2.0,1200,6.5,1826.77
Karnataka_Dakshina Kannada_rice,25,1991,25,80,2.0,1200,6.5,1772.03
Karnataka_Dakshina Kannada_rice,26,1992,25,80,2.0,1200,6.5,1864.5
Karnataka_Dakshina Kannada_rice,27,1993,25,80,2.0,1200,6.5,1891.36
Karnataka_Dakshina Kannada_rice,28,1994,25,80,2.0,1200,6.5,1875.54
Karnataka_Dakshina Kannada_rice,29,1995,25,80,2.0,1200,6.5,1883.26
Karnataka_Dakshina Kannada_rice,30,1996,25,80,2.0,1200,6.5,1959.6
Karnataka_Dakshina Kannada_rice,31,1997,25,80,2.0,1200,6.5,1940.54
Karnataka_Dakshina Kannada_rice,32,1998,25,80,2.0,1200,6.5,1917.15
Karnataka_Dakshina Kannada_rice,33,1999,25,80,2.0,1200,6.5,1911.01
Karnataka_Dakshina Kannada_rice,34,2000,25,80,2.0,1200,6.5,2029.21
Karnataka_Dakshina Kannada_rice,35,2001,25,80,2.0,1200,6.5,2149.27
Karnataka_Dakshina Kannada_rice,36,2002,25,80,2.0,1200,6.5,2111.67
Karnataka_Dakshina Kannada_rice,37,2003,25,80,2.0,1200,6.5,2622.52
Karnataka_Dakshina Kannada_rice,38,2004,25,80,2.0,1200,6.5,2632.21
Karnataka_Dakshina Kannada_rice,39,2005,25,80,2.0,1200,6.5,2394.14
Karnataka_Dakshina Kannada_rice,40,2006,25,80,2.0,1200,6.5,2453.31
Karnataka_Dakshina Kannada_rice,41,2007,25,80,2.0,1200,6.5,2333.96
Karnataka_Dakshina Kannada_rice,42,2008,25,80,2.0,1200,6.5,2347.62
Karnataka_Dakshina Kannada_rice,43,2009,25,80,2.0,1200,6.5,2333.78
Karnataka_Dakshina Kannada_rice,44,2010,25,80,2.0,1200,6.5,2353.61
Karnataka_Dakshina Kannada_rice,45,2011,25,80,2.0,1200,6.5,2425.97
Karnataka_Dakshina Kannada_rice,46,2012,25,80,2.0,1200,6.5,2540.97
Karnataka_Dakshina Kannada_rice,47,2013,25,80,2.0,1200,6.5,2695.5
Karnataka_Dakshina Kannada_rice,48,2014,25,80,2.0,1200,6.5,2653.09
Karnataka_Dakshina Kannada_rice,49,2015,25,80,2.0,1200,6.5,2577.42
